Speaker;Party;Country;Quote;date;Subject;Author;Questions and Answers
Beata Gosiewska;ECR;PL;question asked uploading sky map honorary house mr janusz lewandowski said today european parliament looking aleppo look warsaw street opinion credible opinion build credibility injustice fall subject poland laugh issue commissioner say conflict democratically elected polish government really perfidious attempt end democratically elected government poland;14/12/2016;;;
Terry Reintke;Greens/EFA;DE;bluecard answer nt really question posed opportunity salute people yesterday month polish city polish village standing right think colleague chamber proud stand solidarity polish woman black protest movement fighting democracy rule law thanks think really deserve credit member parliament;14/12/2016;;;
Robert Jaroslaw Iwaszkiewicz;NI;PL;behalf efdd group mr president soldier armed teeth patrolling city armed transporter reinforced police force control yard airport atmosphere fear uncertainty extending exceptional state think poland thirtyfive year ago france belgium today look people killed street city terrorist shooting transition rape woman carrying truck sweden france germany look reelection mass irregularity government learns democracy ignores result referendum austria great britain problem really debate resolve honor let honest poland need attention false advice taken sufita care luggage country street society poland longer need evil democracy poland really need poland need freedom poland tell freedom need freedom eu rule need liberty control eu official want freedom service union envoy poland need freedom european commissioner word poland need freedom european union poland need freedom work peace conduct business safe way according tradition history people attacking poland pressure freedom speaker agreed answer question posed lifting sky map art 162 port regulation 8;14/12/2016;;;
Barbara Spinelli;GUE/NGL;IT;blue cartelino question question mr iwaszkiewicz said speech parliament parliament european union commissioner timmermans discus defend common value principle;14/12/2016;;;
Robert Jaroslaw Iwaszkiewicz;EFDD;PL;answer question posed lifting sky map honor defending freedom firstly european value union roman law greek etiquette latin civilisation christian culture changing rule renouncing normal ordinary legal citizen weapon maam;14/12/2016;;;
Michal Marusik;NI;PL;behalf enf group mr president critical attention internal affair poland unacceptable violate rule state sovereignty worse break principle selfdetermination people trend european union clear people want decide dear parent faith make miracle nt believe east pressure today nt believe pressure pressure west gon na believe really free country free people finally called poland father free gon na economy house build house knee speaker agreed answer question posed lifting sky map art 162 port regulation 8;14/12/2016;;;
Beatriz Becerra Basterrechea;ALDE;ES;blue card question dear fellow love poland love poland resistance survival love solidarity poland love poland art freedom expression repurchasing democracy innovation culture love poland science progress think marie curie maria sklodowska say europe century winning nobel prize science check government country want bring middle age;14/12/2016;;;
Michal Marusik;ENF;PL;answer question posed lifting sky map absolutely path progress poland poland looking access path progress looking way decide poland manage home sort order want develop live according culture tradition custom wish love poland love live country;14/12/2016;;;
Janusz KorwinMikke;NI;PL;say minute like nt know poland example woman poland say politics european country know example democratic telling veldt democracy poland cure men abortionfree woman decide antiabsorption men woman opponent abortion men poland afropolak right word country use word hit thousand euro freedom speech poland nt poland people managed communism protected law tribunal fact current government violates rule want introduce order court lost moral support;14/12/2016;;;
Anna Maria Corazza Bildt;EPP;SE;mr president share concern polish people drift away democracy rule law country constitutional tribunal disregarded march said vice president proposal limit right assembly undermining civil society mean polish woman demonstrating right able street anymore attend protest wholeheartedly supported banned statement minister social affair poland intends withdraw istanbul convention preventing combating violence woman today corapporteur convention want reach colleague polish government engage open constructive dialogue reservation vicepresident initiate dialogue council europe let based fact ideology definition genderbased violence convention clear violence woman woman talking domestic violence sexual abuse rape child marriage honour killing consider convention tradition culture false interpretation according council europe punishing criminal protecting girl considered christian value ask polish government reconsider intention withdraw convention sure share common value zero tolerance violence want conclude saying continue stand people poland demonstrating right;14/12/2016;;;
Tanja Fajon;PES;SL;debate today debate poland poland adjust direction state inhabitant supporting action european commission vicepresident timmermans bother poland increasingly freer democratic value obvious violation woman right woman role society increasingly situation medium manipulative noticeable rise extreme rightwing criminal act hostility worse role state rule law lady gentleman today debate poland current polish government debate call attention council european union tomorrow speaker said item english;14/12/2016;;;
Syed Kamall;ECR;UK;mr president session opportunity parliament lecture poland people government run democracy try lecture government especially democratic election large majority lecture governing party people voted governing party wonder people feel detached brussels polish government need lecture guy run democracy left like lecture democracy hypocrisy blind authoritarian regime supported past left house kept silent supported soviet socialism member polish government governing party fought year throw shackle communism oppression week 35th anniversary invoking martial law poland fresh mind clear role situation outlined treaty house real role commission tone supposed debate undermining dialogue polarising member house refer treaty commission act fair impartial way happy throw rule book window mean cheap political point scored parliament add polish opposition party lost democratic election home seek attack government brussels strasbourg forgetting fact packed constitutional court power follow international standard medium regulation missing opportunity play judge jury executioner argue defending democracy offering helping hand helping hand starting feel like controlling fist tone debate one member state feel equal come issue brave pole fought martial law beginning feel brussels master partner speaker agreed bluecard question rule 162 8;14/12/2016;;;
Sophia in t Veld;ALDE;NL;bluecard question initial question going intervention look mirror morning think believe said syed unpointed political question going think association apparently sudan left support communism really hysterically funny know true wonder say poland singled forgotten criticising hungary lithuania netherlands country question support report voted house pact democracy rule law fundamental right cover member state treat allthe member state equally;14/12/2016;;;
Syed Kamall;ECR;UK;bluecard answer sophie actually selective debate people talked istanbul convention criticised poland thinking withdrawing understand concern look istanbul convention know count number 14 member eu ratified hypocritical country hypocritical condemning pole ratified biggest hypocrite seen;14/12/2016;;;
Barbara Kudrycka;EPP;PL;mr president debate lack word master conductor happening poland jaroslaw kaczinski said quote refugee sign dangerous longstanding disease europe hell greek island dozen vienna different specie parasite primate dangerous people organism dangerous regarding result constitutional court act private nature case acquire legal power publication regarding action opposition defense absurdity sickness news kind boredom ca nt figure receiving opposition try regulate opposition action proposing proposal aimed overcoming political conflict democracy know history nt dangerous;14/12/2016;;;
Boguslaw Liberadzki;PES;PL;mr president mr timmermans cost state law democracy human right accompany affect country matter government currently ruling country polish ambassador know fourth pole support union peaceful open solidarity community know pole deserve questioned faith hope placed community true polish returning union mr kamal said wrong instead polish people right live democratic state preserve civil right maintains continuity right enjoy proud history entitled live country collective responsibility apply right applicable independent court social organisation operate thinking measuring dialogue responsibility duty management opposition;14/12/2016;;;
Anders Primdahl Vistisen;ECR;DK;mr mr president debate house poland hungary country time majority house known national state choosing eucritical europeanrealistic attitude think going judge country democratic government act act country election embarrassing embarrassing clear thing drive house autumn happens poland politically disagreeing government democratically elected polish people year ago clear f ex alde group held convention warsaw meeting president guy verhofstadt decided propose approach polandbasing house agenda absolutely clear view fact trying polish opposition party group commissioner timmermans chooses instead engaging dialogue polish government responded commission referred outside government official channel address directly people poland ad hoc tone government paper responsible commission dialogue government elected represented poland council say commission proved acting politically competent official;14/12/2016;;;
Josef Weidenholzer;PES;AT;mr president poland great country poland europe torso development country european importance particularly regard rule law discussion mix national sovereignty poland finally agreed accession copenhagen criterion concerned constitutional crisis resolved yes situation week week dramatic poland need legal anarchy poland need independent constitutional court important turbulent time country worrying development get spiral time polish government approach join opposition seriously recommendation venice commission united poland harm europe damage poland speaker agreed answer question blue card procedure accordance article 162 8 rule procedure post special coverage secretariat series;14/12/2016;;;
Roza Grafin von Thun und Hohenstein;EPP;PL;question asked uploading sky map mr weidenholzer know interested going poland government socalled national medium particularly impressed fighting law freedom country like ask come today directly street yesterday defend right tell;14/12/2016;;;
Josef Weidenholzer;PES;AT;answer question process blue card say people obliged thank feel like european european people living common house europe common home designed according democratic legal principle;14/12/2016;;;
SylviaYvonne Kaufmann;PES;DE;mr president mr vicepresident timmermanns germanpolish neighbourhood treaty 25 year old year reason celebration country closely connected particularly pleased german poland committed fulfilling treaty life deeply concerned action polish government view rule law democracy disturbing reconstruction country carried reestablishing office position medium culture administration disturbing development recently reached home city berlin doubt surprising rejection valuable leader poland cultural institution unfavourable reason dealt polishjewish topic contrary protest hoped polish government longer close criticism government trade interest future role poland europe;14/12/2016;;;
Juan Fernando Lopez Aguilar;PES;ES;mr president absolutely necessary debate sad revealing fact radical moment argument raised defence freedom sovereignty order cover inability understand member state european union carrying obligation european parliament worry 40 million pole including 34 voted government present unilaterally restricts pluralism area democracy occupied constitutional court rule play changed consensus basic understanding club member poland bound rule rule obligation attack poland claim house freedom fundamental right defence rule law going lady right poland;14/12/2016;;;
Marek Jurek;ECR;PL;mr president honour represent party beginning ruled june year dispute constitutional court state illegal action scale dispute know thing concern court treaty human right human right mr timmermans responding heard france law close mouth portal going protect life nonborns regard constitutional court constitutional democracy poland mr timmermans remind absorption activist outset life protection poland constitutional order established 1997 constitutional tribunal confirmed 2003 decision approved annual decision tribunal questioned case constitutional court attack country;14/12/2016;;;
Tibor Szanyi;PES;HU;mr president lady gentleman hungarian representative history poland hungary hand happened earlier country poland hungary earlier later poland hungarian polish people good company need experience seen poland seen come hungary long time ago fact government hungarian government spends year russian refugee say referring istanbul convention thing hungary stockholm convention lady gentleman like responsibility firstly think nepartra sit rank fidesz hungarian government party gone sad entire continent final sponsor;14/12/2016;;;
Ivan Jakovcic;ALDE;HR;mr president going talk constitutional court talk istanbul convention tell dear friend like young man year train croatia warsaw went gdansk look seek friend solidarity sang cathedral gdansk song believed believed poland heart croatia sang poland heart lot heart heart today dear friend sad laughing remind worst communist laughed believed forever nt exist believe policy disappear way;14/12/2016;;;
Elzbieta Katarzyna Lukacijewska;EPP;PL;mr president quote mr legutki statement ideally reflected attitude current government law justice nt listen race hear allowed vote antagonizing society fast pace producing enemy add poland border enemy nt know rain step fall true hope fall state pi democracy defence state war fought freedom prison mr kamalla pi actually democratically poland given democratic mandate break constitution restrict freedom poland love nt hear criticize poland poland house talk achievement rule law justice;14/12/2016;;;
Maria Arena;PES;BE;mr president 1 october thousand polish woman street support kaczinnski government say doubt protection physical integrity government wanted measure remove protection natural integrity new abortion law duty european election defend woman polish woman ask defended physical integrity today defends polish woman one defended polish woman ask commission integrate kind issue come issue fundamental right woman right european fundamental right;14/12/2016;;;
Frans Timmermans;;;mr president listened carefully debate let make point painful experience half century free europe lucky end right iron curtain immediately supported inspired fact mr kamall terrible alliance left ca nt answer personally churchill brought table seen possible use democracy rule law simply saying majority dictate rule law council europe created institution said democracy accept limit democratic action set rule law controlled completely independent judiciary foundation democracy europe painful experience common history son iron curtain men polish people acquired freedom obtained liberty immediately signed principle wanted join council europe soon possible followup european union fundamental principle respect rule law honor human right respect democracy nt use balance essential european union europe remain free understand people use word fight concept rule law basis democratic majority strength democracy based fact majority respect limit rule law place context work saded fact proposal dialogue polish government exactly thing today chamber mr legutko took minute point table polish government say publishing rule constitutional court respect division power respect independence judiciary government pick choose rule constitutional court like public like violation polish constitution ignore vote parliament elect judge constitutional court simply like composition previous parliament judge legally elected deaf president republic line constitution introduce way operating tribunal clearly violation constitution arbitrator constitutional court subject draft law law constitutional court accept judgment constitutional tribunal point respect rule law political term said people using freedom principle commission looking poland polish commissioner feel responsibility polish people feel responsibility rule law european union tell personal note alive family father released 1944 polish soldier offered life collective freedom feel lot gratitude polish people personal debt grace fill insist point continue point men freed saw freedom child adult living free strong independent poland poland independent today fullfledged member nato european union want greatest event european history nice poland country nationalist ultranationalists attacking judge personal way attacking judiciary ignoring running judge warning poland european union state personal attack discretioning called elite elite attacking freedom press saying happening poland saying european phenomenon aware freedom people european union based rule law democracy respect human right concrete expression freedom 500 million european believe institution european parliament commission responsibility help 500 million european expression freedom need independent judiciary single member state need respect separation power essential element freedom require possibility debate discus element warn posing opponent enemy political opponent political debate opponent debate enemy want destroy ignore democracy enemy opponent parliament operates commission want operate need defend child adult collective future europe free based democracy rule law human right applause;14/12/2016;;;
President;;;speech closed written statement article 162;14/12/2016;;;
Birgit CollinLangen;EPP;DE;writing support commission progress principle division violence applied foundation european democracy hope soon link place polish government conduct debate house;14/12/2016;;;
President;;;item agenda debate commission statement recommendation european commission implement eu declaration turkey reintroduce translation accordance dublin regulation 20163036 rsp;14/12/2016;;;
Dimitris Avramopoulos;;;mr president like thank scheduling debate today key element european agenda migration implementation euturkish statement recommendation gradually apply dublin rule greece let point important element comprehensive migration approach one secondly policy interconnected progress achieved far report week demonstrate precisely progress front relocation resettlement return improving reception condition fighting smuggling cooperating important partner country matter important sustain deepen progress far year ago situation remains fragile moment complacent let start emphasising euturkey statement continues work bear result fewer people crossing aegean sea 90 person day fewer people lost life trying parallel 2 600 syria refugee resettled turkey european union entry force statement pace continues pick main challenge number return september continues low greek asylum service doubled number expert working island additional expert expected recruited end year previous report end september 2016 170 person went greece turkey returned turkey framework euturkish statement including 42 syrian brings total number migrant returned turkey euturkey statement 777 total 1 960 irregular migrant returned greece turkey course 2016 euturkish statement greekturkey bilateral readmission protocol 95 syrian effort support needed particular additional member state expert european asylum support office processing asylum application need speed number return right stay need increase element euturkey statement know party fully committed implementing delivering commission accelerated implementation funding facility refugee turkey humanitarian nonhumanitarian purpose view addressing critical need syrian refugee host community turkey fund starting direct impact ground visa liberalisation commission turkey continuously engaged committed dialogue solution outstanding benchmark conclude implementation euturkey statement continues deliver result despite challenging circumstance commission continue drive work forward present fifth report progress early march 2017 recommendation resumption dublin transfer greece let begin repeating want clear single member state bear burden refugee crisis member state future left endure unsustainable burden significant progress achieved greece place fully functioning asylum month year pressing difficult circumstance praise commend greece continue support greece greece facing huge challenge implementing euturkish statement number asylum application multiplied course year recommended gradual resumption dublin transfer asylum seeker starting 15 march 2017 order reach balance burden country face returning greece dublin let clear commission decide send refugee migrant greece recommended member state gradual return application rule greece progress despite exceptional situation recognised fact proposed gradual resumption midmarch 2017 meaning migrant enter europe greece date try irregularly member state concern certain category presuppose individual guarantee transfer migrant greece position provide recommend time member state want execute dublin transfer received individual assurance greek authority particular applicant received condition mandated european law sending message rule started apply encourage relocation effort showing member state greece respecting legal obligation asylum seeker absconded relocation work member state picking pace relocation deploying national expert addition asylum seeker need know relocate sent benefit relocation go saying commission constantly monitor situation update recommendation necessary ultimate responsibility resuming transfer lie course member state national court returning fully functioning dublin key element restoring normal functioning schengen area know secondary movement asylum seeker greece reason reintroduction internal border control resumption transfer coupled fact greece reinforced control northern border important direction parallel pursued priority finalising negotiation reform dublin based fairness mechanism relies effective carrying dublin transfer said beginning element hand hand commission called week member state sustain good progress term relocation ensure 2 000 relocation month greece 1 000 italy month onwards commission support member state maximum particular frontline member state effectively address immediate longterm challenge migration turn opportunity element hand hand need hand absolutely critical actor stakeholder member state eu agency civil society organisation honourable member fair share responsibility work;14/12/2016;;;
Elissabet BozempergkBruonide;;;behalf ppe group mr president lady gentleman european unionturkey declaration flow refugee migrant turkey parallel significantly reduced average people day noted island northeast aegean currently ten thousand people rural area half living difficult condition country thousand enormous responsibility stress today greek government plan creating exemption selfevident attitude experience caused test advantage greek society conversion refugee member state operation delay return unemployed turkey agreement remains problem result greece unable accept foreigner ensure adequate living condition bearing mind hundred thousand fellow citizen living poverty line living country seven consecutive year actual data nongenerated asylum seeker returning greece application dublin certain create absolute security explosive situation manageable important commissioner clarification gave today speaker agreed answer question glass card article 162 8 regulation;14/12/2016;;;
Kostas Khrusogonos;GUE/NGL;EL;guengl question glass card mr bozeberg talked responsibility greek government responsibility greek government conversion assumed thousand people month fact subclause number duty greek government member state promised expert interpreter european asylum service currently 36 greece;14/12/2016;;;
Elissabet BozempergkBruonide;;;ppe answer question glass card thank question mr president doubt responsibility european union difficulty noted noted responsibility greek government october 2015 accepted country possibility philosophy 50 000 people 20 000 housing allowance infrastructure responsible government ruling country;14/12/2016;;;
Sylvie Guillaume;PES;FR;behalf group mr president discussed famous euturkey statement occasion parliament opinion balance statement european union refers syrian turkey situation human right deteriorating today course necessary reduce migration pressure greece really solution send refugee country going situation clear opposed cooperation state essential instrument global effective european migration policy mean policy taken hand force note agreement continue reached way afghanistan pakistan mali fight deep cause migration probably important external action respect union value entirely delegation approach conditional humanitarian action border protection finally like make total misunderstanding favour willingness restore transfer asylum seeker dublin regulation example cedh condemned belgium year ago believe right way situation need significantly improved transfer resumed;14/12/2016;;;
Jussi Hallaaho;ECR;FI;mr president migrant arrive greece italy want stay country easily western northern europe long case people come vitally important make clear irregular migrant come greece italy far returned way discourage irregular migration need dublin dublin transfer irregular arrival eastern mediterranean come 70 year figure mainly thank closing balkan road euturkey statement deeply irresponsible outsource dirty work country like turkey courage protect external border speaker agreed bluecard question rule 162 8;14/12/2016;;;
Demetrios Papademoules;GUE/NGL;EL;guengl question glass card properly point need responsibility tell extremely late implementation asylum programme european union according guardian 5 total hungary poland received refugee slovakia 9 czech republic 12 think country right european fund farmer infrastructure deny european obligation asylum seeker;14/12/2016;;;
Jussi Hallaaho;ECR;FI;bluecard answer thank question referring relocation plan believe relocation solution problem opinion drastically reduce absolute number people irregular economic migrant arriving europe way discourage movement said make clear irregular migrant come greece italy far;14/12/2016;;;
Cecilia Wikstrom;ALDE;SE;mr president discussing plenary today desperate call help people aleppo reaching men woman child slaughtered barbarous force syrian dictator assad russian iranian henchman lack response europe failure convinced judgment harsh future issue migration afraid performing better called euturkey statement entered bilaterally member state turkey explicitly designed circumvent parliament legal right consent international agreement basically agreement hand eur 6 billion taxpayer money autocratic ruler erdogan basis international law formal agreement joint press release recently heard different member state suggesting concluding similar agreement country like libya tunisia exploring like australia way absurd idea external processing centre country wonder commissioner commission today end idea instead focus challenge facing word concluding legislation lie common european asylum resilient stand test pressure met europe absence functioning eu policy union outsourced responsibility autocratic erdogan regime come greece situation later greece close heart discus different occasion;14/12/2016;;;
Barbara Spinelli;GUE/NGL;IT;behalf guengl group mr president lady gentleman commissioner recommendation amnesty international say reception island aegean farm work unaccompanied minor vulnerable people detained recommend return greece refugee march 2017 seen progress admit island overfloated ask refer european court human right judgment transfer gradual forget road shocking action plan european union turkey clear turkey safe country want return family reunification managed turkey recommend vulnerable deportation greek government asked rewrite law prohibiting return ask commission urge strong show power refugee unable relocate promised ignores economic poverty imposed greece unless want violating human right;14/12/2016;;;
Ioan Mircea Pascu;PES;RO;vicepresident;14/12/2016;;;
Jean Lambert;Greens/EFA;UK;mr president yesterday parliament heard amazing sakharov prize winner young yazidi woman escaped daesh described situation refugee camp came iraqi kurdistan overcrowded unsanitary lacking privacy cold insecure lacking medical care describing camp reception centre especially island greece said look europe symbol humanity really failing moment local people place dire need situation worse soon really believe going adequate facility greece island immediately transferring asylum seeker particularly vulnerable mainland greece ensuring adequately protected stepping relocation process said lack member state pitiful congratulating euturkey deal wish stable sustainable pillar eu policy current state looking question return remember 87 deemed irregular migrant actually come refugeeproducing country world let think solidarity humanity;14/12/2016;;;
Vicky Maeijer;NI;NL;behalf enf group vicepresident timmermans said quote broad approach migration leaf fruit right euappropriates fruit course sort fruit rape attack occupation killing illegal immigrant looking horror right 21 100 agent security officer keulen avoid new round encounter young illegal immigrant old night soldier running street european city fight islamic terrorist entered europe facilitated asylum stream let people home asking question let member state limit order protect country order matter need brussels mr timmermans mr timmermans company order champagne language understand language ordinary man;14/12/2016;;;
Eleutherios Sunadinos;NI;EL;ni mr president commission mouth commissioner proposes return refugee greece proposal concern refugee anonymously member state large number latromechanists known latromethanes learned existence lathrometans memory institution greek government condemned greece unaccompanied deprived deprived economic social labour turn country refugee latromethanes identified borrow popular greek expression wonder sign shame responsibility dignity competent commissioner left statement president commission leader country agreement erdogan mistake realistic expect independent selfassessment politician achievement poverty disintegration people thing hope people europe eventually come world choose national criterion represent european institution;14/12/2016;;;
Jeroen Lenaers;EPP;NL;functioning dublin essential functioning schengen fully agree commissioner situation greece allows desirable reestablish dublin rule return greece hand wonder wish father idea read recommendation european commission island 16 000 refugee 8 000 located list 1200 lonely minor area suitable accommodation reception facility greece underway hotspot missing area health care hygiene spend time provision communication european commission question european commission realistic situation greece month actually send people greece second point commission rightly noted redistribution refugee greece member state slow ten thousand refugee waiting greece mainland solidarity essential condition maintaining functioning dublin europe current circumstance question european commission possible reestablish dublin rule return greece country fulfilled significant quota redistribution refugee;14/12/2016;;;
Elly Schlein;PES;IT;mr president lady gentleman decision resume transfer dublin greece contradiction transfer closed 5 cent april commissioner said old dublin dead vicepresident timmermans dismissed address game throne saying dead like john snow scanner knew old dublin coming right away greece 16 000 people island inadequate condition success euturkey agreement moved border suffering asylum seeker aleppo image tell reason fleeing alive time act infringement proceeding making promised relocation instead asks greece increase return including minor vulnerable person parliament asked dublin overcome access country criterion equal sharing responsibility member state council instead discussing commission weak proposal fantastic proposal flexible solidarity order avoid obligation road commissioner;14/12/2016;;;
Bernd Kolmel;ECR;DE;mr president commission spoken success european comprehensive migration concept said achieved believe cautious comprehensive concept define eu really want want unlimited access want access upper limit migrant included really going eu external border background think honey example conversion 1187 people greece turkey returned great success longer opinion loss reality eu position;14/12/2016;;;
Marina Albiol Guzman;GUE/NGL;ES;mr president commissioner month passed european union signed agreement turkey think good time balance number people killed mediterranean year 4700 1000 year closing path aegean mean obliged deadly route central mediterranean people represented turkey 2 600 commissioner dead people resident time turkey increase massacre kurdish people increase repression 120 journalist imprisoned 4000 political prisoner turkish prison objective agreement contract turkey act agency deportation immigrant turn europe facing human right violation think balance positive congratulation commissioner objective achieved;14/12/2016;;;
Ska Keller;Greens/EFA;DE;mr president think recommendation commission start sending people greece wrong really think make sense send relocation refugee way way send refugee greece really relocation know count support commissioner member state finally understand really need need need improve situation camp greece currently horrendous improvement happening slow let say exactly high level send people destitution need european solidarity colleague mentioning really hope council say problem member state talking commissioner actually member state main problem issue support parliament address issue time asking commission recommend sending people greece;14/12/2016;;;
Franz Obermayr;ENF;AT;mr president proposed initiative resolve refugee crisis bring eligible refugee greece turkey recognise asylum seeker greece solution problem solution nt know sovereign country established country authority decide entitled asylum union clearly want control protect limit power border protection turkey course flight responsibility 3 billion eur additional visa exemption light return quota yes commissioner mentioned example ca 578 return june 4 held greece finally deal reason hand cover disasterfriendly culture political survival mr merkel;14/12/2016;;;
Emil Radev;EPP;BG;migration crisis facing europe requires solidarity affected country bulgaria greece taking new measure deal new measure euturkey agreement succeeded reducing refugee stream europe order truly successful party cooperate time european asylum legislation requires radical change work current form gradual renewal return application international asylum greece regarded sign functioning european asylum case country bulgaria greece converted large refugee centre european union perimeter removal principle primary responsibility migrant fall country entry time principle true european solidarity laid european legislation;14/12/2016;;;
Miltiades Kurkos;PES;EL;mr president commissioner talking return greece dublin agreement maintained end year council commission eu treaty official greek island order speed asylum application time got 46 000 refugee moving member state replaced 6 300 step completed member state kept promise greece subject condition imposed law consistent dublin finally way maintain agreement turkey reduced flow death offer better living condition syrian people turkey end propose council meeting tomorrow reject parliament proposal framework negotiation channel open let kill deal;14/12/2016;;;
Daniel Dalton;ECR;UK;mr president welcome news dublin transfer greece resume march reduction attempt cross aegean sea sends positive signal work rule adhered fairly effort save life create stability conflict region assist member state overwhelmed challenge face parliament believe solution lie form legal migration binding quota support relocation scheme force member state allotted number person discussion sanction member state weaken european cooperation spread resentment instead member state need continue commit resource aid country middle east need efficient asylum processing expedient return oneforone approach euturkey deal sustainable fair solution instead need work effective fair cooperation country;14/12/2016;;;
Judith Sargentini;Greens/EFA;NL;president want turkey greece niger today european commission presented proud figure showing number people migrant coming niger going europe fallen enormously figure used commission aeon say doubt figure refugee probably chosen route price gambler going rise considerably reflects badly refugee european commissioner say connected true depends border guard paid trained europe higher price motorist difficult dangerous route refugee november people mediterranean legal route congratulation;14/12/2016;;;
Monika Hohlmeier;EPP;DE;mr president lady gentleman believe way commission realistic wish 70 million refugee got lot people migrant mean believe solve problem opening door easy mean need strategy country turkey need strategy egypt libya tunisia state african continent solution people come human trafficking money finally humanitarian criterion exceptional try eliminate refugee issue relatively local way people deal refugee realistic deliver vision dream end worst population;14/12/2016;;;
Kati Piri;PES;NL;according commissioner avramopoulos european country return refugee greece short time strange statement lot people sitting month merciful condition mainland housing order long situation island restrictive refugee risk refugee camp recently case mother child moria hotspot using dangerous gas bottle completely running addition refugee risk tension various group asylum seeker think important vulnerable refugee greece offer shelter european member state say greek asylum work send refugee realistic eu cease make promise make finally help populist hand refugee;14/12/2016;;;
Notes Marias;ECR;EL;ecr mr president mr abramopole know greece face refugee illegal immigrant measure immediate decontamination aegean island 16 closed 500 refugee confirm government communication commission allow transferred greece prohibited government say european unionturkey agreement return poland basis dublin iii accepted greek people note know refund procedure responsibility member state ask germany committed returning basis dublin refugee come greece 2015 2016 say german minister internal affair mr mezier needed return dublin future need conversion 66 400 5 700 refugee transferred greece european union country;14/12/2016;;;
Takes Khatzegeorgiou;;;guengl mr president commissioner question mr mogherini recently told committee foreign affair commission office preparing alternative solution issue agreement european union turkey explaining referred potential new agreement country region financed represent refugee turkey hope new range refugee question specific study like country funding;14/12/2016;;;
Konstantinos Papadakes;;;ni mr president decision clear secondgeneration movement refugee avoided reason european union greek government hold thousand call archive hot spot greek island unacceptable agreement eu turkey calling improvement refugee condition greece reactivating dublin response return refugee member state greece request government sirizaanel send strengthened power eurosynchronisation greece border pgdm albania balkan route close killed imperialist war european union government dependent result policy provide deterrence fascist competing advance turn islander victim imperialist war european eu election disguise refugee greek island human condition friendship direct transport country chosen;14/12/2016;;;
Neokles Sulikiotes;GUE/NGL;CY;guengl mr president number refugee arriving greece decreased italy arrival increased list asylum seeker sea continues grow refugee send basis unacceptable agreement turkey receive support victim second time turkey sends syria restores sea restore ensuring basic need bread food tragic reality result unacceptable agreement turkey instead canceling dublin reimburse deeply burden country like greece receiving largest number refugee despite promise conversion 160 000 refugee 8 thousand refugee displaced greece italy mr commissioner member state direct solidarity refugee crisis continue escalate remain hand european union;14/12/2016;;;
Demetrios Papademoules;GUE/NGL;EL;guengl mr president commissioner problem implement decision european lack solidarity faced people greece italy implementation restructuring programme limited 5 according official data greece 63 000 slightly replaced 6 000 instead 400 special serve steel procedure sent 40 time category greece italy nt hungary poland received slovakia received chechnya received country want european card fund farmer infrastructure project refuse accept obligation love proposal sanction country economic participation cost disappeared;14/12/2016;;;
